Matrix size (N),Eigenvalue 1,Eigenvalue 2,Eigenvalue 3,Eigenvalue 4,Eigenvalue 5,Eigenvalue 6,Eigenvalue 7,Eigenvalue 8,Eigenvalue 9,Eigenvalue 10
1305,-10.55957107494631,-10.312144209195239,-10.172984734920432,-10.091717527985166,-10.039670536685115,-10.003843055711513,-9.977808195640732,-9.958091653057508,-9.942667109250866,-9.930287414338382
1306,-10.560569095272248,-10.313143131632629,-10.173984850834195,-10.092717836822143,-10.040669995156973,-10.004842259104514,-9.978808352694308,-9.959091531114296,-9.943667197945484,-9.931288208311082
1307,-10.561569414359193,-10.314143280324105,-10.174984342886646,-10.093716935448487,-10.041670133552023,-10.005841665804775,-9.97980715820139,-9.960090486876258,-9.944667123147635,-9.932287411288312
1308,-10.562568520776834,-10.315141421000256,-10.175982466684273,-10.094715515701774,-10.042668507434747,-10.006840745472928,-9.980806064935285,-9.961089048162139,-9.945665226746721,-9.933285658864202
1309,-10.563569930967217,-10.316139697729671,-10.176980680366523,-10.095712861548522,-10.043665915778666,-10.007837907595324,-9.981803597482996,-9.96208720694423,-9.946663146301661,-9.93428359255637
1310,-10.564563040722337,-10.317137022044234,-10.17797676483682,-10.096710376721461,-10.044663164985296,-10.008834720217989,-9.982801215250406,-9.963084413152988,-9.947660045621967,-9.93528054998284
1311,-10.56555842664707,-10.318132295478128,-10.178973659472893,-10.0977066363062,-10.045659428441365,-10.00983170573101,-9.983797435965444,-9.964080654928294,-9.94865591238688,-9.936276519125366
1312,-10.566556099199182,-10.319127676824404,-10.179969139993206,-10.098702338402527,-10.04665469407885,-10.010827266180234,-9.98479224472088,-9.965075920349825,-9.949652401099671,-9.937272145837843
1313,-10.56755250621219,-10.320123161580826,-10.180963934626032,-10.099696760246404,-10.047649773772115,-10.011821918991147,-9.985787110901711,-9.966070743169903,-9.950647004719139,-9.938267422506414
1314,-10.568544062842463,-10.321117651113298,-10.181957288466839,-10.100690603080011,-10.04864383510383,-10.012815652670815,-9.986781285783005,-9.967064568114745,-9.951640542282389,-9.939261019562716
1315,-10.569534309529134,-10.322110036726585,-10.182951426306847,-10.101683857692185,-10.049636038049416,-10.01380899061862,-9.987774759373217,-9.96805793132378,-9.95263384041493,-9.940254245151452
1316,-10.570530406445126,-10.323102496962681,-10.18394410325766,-10.102677233397905,-10.050628853650796,-10.014801388719695,-9.988767521626434,-9.969050274912336,-9.9536268922544,-9.94124709150251
1317,-10.571521602418303,-10.324093925511272,-10.184936054126458,-10.103668565148606,-10.051620617769922,-10.015793372710407,-9.989758813442403,-9.970042137414406,-9.95461800483553,-9.942238885297991
1318,-10.572511462176756,-10.325085414236163,-10.185926516951197,-10.104659277445172,-10.052611317988793,-10.016784395920764,-9.990750120954425,-9.97103351033122,-9.955609694515731,-9.943229614111836
1319,-10.573503583214498,-10.326074745044739,-10.186916229837646,-10.105649360860568,-10.053601777202294,-10.017774446572874,-9.99174068666208,-9.972023278584258,-9.956599419415886,-9.944219934000053
1320,-10.574494355785593,-10.327065225527999,-10.187906692904987,-10.106639531079503,-10.054591151306072,-10.01876405391937,-9.992729746159958,-9.97301308958425,-9.957588858526137,-9.945209166920128
1321,-10.575483765455335,-10.328053523262577,-10.188894121462466,-10.107627603078956,-10.055579427706471,-10.01975320976355,-9.993718039832855,-9.974001826882088,-9.95857800473321,-9.946197971863706
1322,-10.576471797724155,-10.329041846643232,-10.189882282879182,-10.108615742766846,-10.056568275946,-10.020741362301532,-9.994706314879327,-9.97499003503374,-9.959565998191348,-9.947186340754168
1323,-10.577458438027755,-10.330027957150024,-10.190870416657376,-10.109603215343167,-10.057555165751856,-10.021727954732592,-9.995693806730833,-9.975977146955723,-9.960552825875675,-9.948173590809793
1324,-10.578443671737253,-10.331015192499208,-10.191856231134828,-10.110590011119292,-10.058542613404189,-10.022715155414172,-9.9966805049038,-9.976963709624693,-9.961540187842271,-9.94916038544684
1325,-10.57942748415933,-10.332002433401726,-10.19284199689045,-10.11157538690023,-10.059528077035583,-10.023700227006179,-9.997666398859645,-9.977949714176342,-9.962525507063528,-9.950146038709352
1326,-10.580413530284305,-10.332985177123787,-10.193828474074797,-10.112560798133535,-10.060513235549774,-10.024685343952145,-9.998651478004701,-9.978934589556575,-9.963510485431682,-9.951131216972389
1327,-10.581398142169967,-10.333971276654884,-10.194811058535487,-10.113544766394996,-10.061496380375816,-10.025669951712635,-9.999635731690176,-9.979918886389724,-9.964494253115788,-9.952115911905473
1328,-10.582381304950049,-10.33495510219809,-10.195795102064679,-10.1145280152312,-10.062480050611958,-10.026654041734595,-10.00061914921209,-9.980902595655442,-9.965478525543983,-9.953098750424378
1329,-10.583363003693853,-10.3359366331808,-10.19677829714521,-10.115511274811931,-10.063463390215595,-10.027636500899346,-10.00160171981124,-9.981885708283329,-9.966461568413914,-9.954081766521613
1330,-10.584346926541983,-10.336918118228587,-10.197759860396278,-10.116493798345799,-10.064445535378665,-10.028618973579139,-10.002584204120664,-9.982867647898837,-9.967443368293871,-9.955063585459474
1331,-10.585329372041203,-10.33790068920378,-10.198742098552037,-10.117474832289426,-10.065427331362885,-10.029599235777798,-10.003565823312961,-9.983848970018016,-9.968424781949524,-9.956045568049152
1332,-10.586310325086789,-10.338880929114504,-10.199722683035514,-10.118455851819894,-10.06640705000922,-10.030580603538855,-10.004545791528926,-9.984829665413468,-9.969405801724877,-9.957026333263173
1333,-10.587289770509626,-10.339862244161196,-10.200702375384612,-10.119435358117498,-10.067387259150346,-10.031560292995193,-10.005526422618674,-9.985809724807408,-9.970385545720296,-9.9580058678072
1334,-10.588267693076418,-10.340840056889094,-10.201681164539073,-10.120414832975715,-10.06836622858008,-10.03253940480244,-10.006505380729635,-9.986788566473065,-9.97136487643963,-9.958984849988362
1335,-10.589247822650838,-10.341818928614254,-10.202659820689872,-10.121393520958247,-10.069345677319442,-10.033518489835089,-10.00748420991929,-9.987767324537137,-9.972343786080838,-9.95996327106719
1336,-10.590222661965921,-10.342795411231581,-10.20363755487919,-10.122370659826704,-10.070322999120052,-10.034495859766333,-10.00846134040335,-9.988745418461038,-9.973320506541738,-9.960941817041826
1337,-10.591203456441612,-10.343772941665868,-10.204615140719183,-10.12334774133697,-10.071300784966684,-10.035472622635176,-10.009438323151102,-9.98972168620892,-9.9742976643617,-9.96191839471726
1338,-10.592175159254651,-10.344750366761403,-10.205590212436539,-10.124324004834932,-10.072276416786174,-10.036448769374267,-10.010414366717294,-9.990698420765922,-9.975274373444215,-9.96289438164854
1339,-10.593152820047028,-10.345725365069024,-10.20656590156244,-10.125299439835553,-10.073251623147783,-10.037424855712798,-10.011390247051326,-9.991673883711815,-9.97624973971189,-9.96387046838102
1340,-10.59412511165044,-10.34670023621805,-10.207541417191074,-10.126274794502537,-10.074226396241922,-10.038399177946896,-10.012365958105034,-9.992648641685152,-9.977224637222989,-9.96484524852128
1341,-10.595103380888402,-10.347673811331664,-10.208515961295864,-10.12724854254206,-10.075199850244026,-10.039373988785227,-10.013339121412793,-9.993622684996055,-9.97819905788096,-9.965820113582053
1342,-10.596076249578108,-10.348646076755317,-10.209488728700034,-10.128221430309864,-10.076173731223724,-10.040347011956607,-10.014312885139784,-9.994596586685303,-9.979172101477909,-9.966792946571266
1343,-10.597047489434816,-10.349620523697514,-10.210460497995008,-10.129194974747008,-10.07714715523381,-10.041319940305964,-10.015285659736932,-9.995568588615612,-9.980145541954538,-9.967765846254338
1344,-10.59801708462004,-10.350591307295371,-10.211433649327077,-10.13016687877102,-10.078118346502634,-10.04229162586984,-10.01625743363826,-9.99654042928888,-9.981117584938577,-9.968737393438445
1345,-10.598988849344202,-10.35156309220811,-10.212404990953404,-10.131137893693637,-10.07909082859557,-10.043263200378242,-10.017228993126846,-9.99751151602881,-9.98208821612891,-9.969708992045407
1346,-10.599962793338081,-10.352534704117952,-10.213375306639156,-10.13210877762364,-10.080061053898882,-10.0442335106601,-10.018199532188703,-9.998482426909064,-9.983059221328944,-9.970679926999978
1347,-10.600931231734933,-10.353503779362295,-10.214344584624795,-10.13307798344523,-10.08102989221187,-10.045203118406969,-10.019169039096424,-9.999453155877374,-9.984028793988882,-9.971649476836529
1348,-10.601901834491239,-10.354472658933082,-10.215314421908658,-10.134047039846084,-10.082000004848746,-10.046172590386982,-10.020137502066643,-10.000421334233158,-9.98499782374386,-9.972618341118526
1349,-10.602866882267815,-10.355440152602874,-10.21628320498493,-10.135015166854066,-10.082967820249513,-10.047140765588615,-10.021106519380181,-10.001389899871969,-9.985966302107018,-9.973587225717997
1350,-10.603837952374613,-10.356409806406736,-10.217250113935707,-10.13598312925945,-10.083935109793034,-10.048108209395359,-10.02207366934383,-10.002357663977682,-9.986934220544878,-9.974554692111536
1351,-10.604803435056546,-10.357376872523579,-10.218217560797004,-10.136950143548994,-10.084901865139374,-10.049074912086224,-10.02304136058987,-10.003324616352444,-9.98790066030144,-9.975521444478964
1352,-10.60577106889198,-10.358342520809513,-10.219183109533665,-10.13791697787378,-10.085868977706708,-10.050041445385718,-10.024007971009018,-10.004291342684166,-9.98886743107294,-9.976488193337303
1353,-10.606736964396413,-10.359307931649544,-10.220149182888468,-10.138882064116556,-10.086834641457937,-10.051007220564774,-10.024973488555982,-10.00525604485924,-9.98983270180084,-9.977452768722632
1354,-10.607697197416712,-10.360273098668417,-10.221114149129,-10.13984695137546,-10.08779884190611,-10.051972227756911,-10.025937087062543,-10.006221697520505,-9.990797373930262,-9.978418044582625
1355,-10.608663474626287,-10.36123561548497,-10.222077179037681,-10.140810849013494,-10.08876337614393,-10.052935871660162,-10.026902012447804,-10.007185302617902,-9.991761438683518,-9.979382570969474
1356,-10.609627981401347,-10.36219906759741,-10.223040711474152,-10.141773745655447,-10.089726425960034,-10.053899311776883,-10.027864998042432,-10.008148645476588,-9.992724887235818,-9.98034561156617
1357,-10.61059070113387,-10.36316225117655,-10.224003924369587,-10.142737205898033,-10.090688886540917,-10.054861954002206,-10.028828484654294,-10.009111719589912,-9.993687710715195,-9.981308607993304
1358,-10.611551617153522,-10.364125159676378,-10.224965988350817,-10.143698859456832,-10.091652572945618,-10.055824377557926,-10.029790006903157,-10.010073310560774,-9.994649900202415,-9.9822708254441
1359,-10.612510712728032,-10.365085365175641,-10.22592689102028,-10.144660272579879,-10.092612005257605,-10.056785395048879,-10.030752016387597,-10.01103461429956,-9.995611446730909,-9.983232253984573
1360,,,,,,,,,,
1361,,,,,,,,,,
1362,,,,,,,,,,
1363,,,,,,,,,,
1364,,,,,,,,,,
1365,,,,,,,,,,
1366,,,,,,,,,,
1367,,,,,,,,,,
1368,,,,,,,,,,
1369,,,,,,,,,,
1370,,,,,,,,,,
1371,,,,,,,,,,
1372,,,,,,,,,,
1373,,,,,,,,,,
1374,,,,,,,,,,
1375,,,,,,,,,,
1376,,,,,,,,,,
1377,,,,,,,,,,
1378,,,,,,,,,,
1379,,,,,,,,,,
1380,,,,,,,,,,
1381,,,,,,,,,,
1382,,,,,,,,,,
1383,,,,,,,,,,
1384,,,,,,,,,,
1385,,,,,,,,,,
1386,,,,,,,,,,
1387,,,,,,,,,,
1388,,,,,,,,,,
1389,,,,,,,,,,
1390,,,,,,,,,,
1391,,,,,,,,,,
1392,,,,,,,,,,
1393,,,,,,,,,,
1394,,,,,,,,,,
1395,,,,,,,,,,
1396,,,,,,,,,,
1397,,,,,,,,,,
1398,,,,,,,,,,
1399,,,,,,,,,,
1400,,,,,,,,,,
1401,,,,,,,,,,
1402,,,,,,,,,,
1403,,,,,,,,,,
1404,,,,,,,,,,
1405,,,,,,,,,,
1406,,,,,,,,,,
1407,,,,,,,,,,
1408,,,,,,,,,,
1409,,,,,,,,,,
1410,,,,,,,,,,
1411,,,,,,,,,,
1412,,,,,,,,,,
1413,,,,,,,,,,
1414,,,,,,,,,,
1415,,,,,,,,,,
1416,,,,,,,,,,
1417,,,,,,,,,,
1418,,,,,,,,,,
1419,,,,,,,,,,
1420,,,,,,,,,,
1421,,,,,,,,,,
1422,,,,,,,,,,
1423,,,,,,,,,,
1424,,,,,,,,,,
1425,,,,,,,,,,
1426,,,,,,,,,,
1427,,,,,,,,,,
1428,,,,,,,,,,
1429,,,,,,,,,,
1430,,,,,,,,,,
1431,,,,,,,,,,
1432,,,,,,,,,,
1433,,,,,,,,,,
1434,,,,,,,,,,
1435,,,,,,,,,,
1436,,,,,,,,,,
1437,,,,,,,,,,
1438,,,,,,,,,,
1439,,,,,,,,,,
1440,,,,,,,,,,
1441,,,,,,,,,,
1442,,,,,,,,,,
1443,,,,,,,,,,
1444,,,,,,,,,,
1445,,,,,,,,,,
1446,,,,,,,,,,
1447,,,,,,,,,,
1448,,,,,,,,,,
1449,,,,,,,,,,
1450,,,,,,,,,,
1451,,,,,,,,,,
1452,,,,,,,,,,
1453,,,,,,,,,,
1454,,,,,,,,,,
1455,,,,,,,,,,
1456,,,,,,,,,,
1457,,,,,,,,,,
1458,,,,,,,,,,
1459,,,,,,,,,,
1460,,,,,,,,,,
1461,,,,,,,,,,
1462,,,,,,,,,,
1463,,,,,,,,,,
1464,,,,,,,,,,
1465,,,,,,,,,,
1466,,,,,,,,,,
1467,,,,,,,,,,
1468,,,,,,,,,,
1469,,,,,,,,,,
1470,,,,,,,,,,
1471,,,,,,,,,,
1472,,,,,,,,,,
1473,,,,,,,,,,
1474,,,,,,,,,,
1475,,,,,,,,,,
1476,,,,,,,,,,
1477,,,,,,,,,,
1478,,,,,,,,,,
1479,,,,,,,,,,
1480,,,,,,,,,,
1481,,,,,,,,,,
1482,,,,,,,,,,
1483,,,,,,,,,,
1484,,,,,,,,,,
1485,,,,,,,,,,
1486,,,,,,,,,,
1487,,,,,,,,,,
1488,,,,,,,,,,
1489,,,,,,,,,,
1490,,,,,,,,,,
1491,,,,,,,,,,
1492,,,,,,,,,,
1493,,,,,,,,,,
1494,,,,,,,,,,
1495,,,,,,,,,,
1496,,,,,,,,,,
1497,,,,,,,,,,
1498,,,,,,,,,,
1499,,,,,,,,,,
1500,,,,,,,,,,
1501,,,,,,,,,,
1502,,,,,,,,,,
1503,,,,,,,,,,
1504,,,,,,,,,,
1505,,,,,,,,,,
1506,,,,,,,,,,
1507,,,,,,,,,,
1508,,,,,,,,,,
1509,,,,,,,,,,
1510,,,,,,,,,,
1511,,,,,,,,,,
1512,,,,,,,,,,
1513,,,,,,,,,,
1514,,,,,,,,,,
1515,,,,,,,,,,
1516,,,,,,,,,,
1517,,,,,,,,,,
1518,,,,,,,,,,
1519,,,,,,,,,,
1520,,,,,,,,,,
1521,,,,,,,,,,
1522,,,,,,,,,,
1523,,,,,,,,,,
1524,,,,,,,,,,
1525,,,,,,,,,,
1526,,,,,,,,,,
1527,,,,,,,,,,
1528,,,,,,,,,,
1529,,,,,,,,,,
1530,,,,,,,,,,
1531,,,,,,,,,,
1532,,,,,,,,,,
1533,,,,,,,,,,
1534,,,,,,,,,,
1535,,,,,,,,,,
1536,,,,,,,,,,
1537,,,,,,,,,,
1538,,,,,,,,,,
1539,,,,,,,,,,
1540,,,,,,,,,,
1541,,,,,,,,,,
1542,,,,,,,,,,
1543,,,,,,,,,,
1544,,,,,,,,,,
1545,,,,,,,,,,
1546,,,,,,,,,,
1547,,,,,,,,,,
1548,,,,,,,,,,
1549,,,,,,,,,,
1550,,,,,,,,,,
1551,,,,,,,,,,
1552,,,,,,,,,,
1553,,,,,,,,,,
1554,,,,,,,,,,
1555,,,,,,,,,,
1556,,,,,,,,,,
1557,,,,,,,,,,
1558,,,,,,,,,,
1559,,,,,,,,,,
1560,,,,,,,,,,
1561,,,,,,,,,,
1562,,,,,,,,,,
1563,,,,,,,,,,
1564,,,,,,,,,,
1565,,,,,,,,,,
1566,,,,,,,,,,
1567,,,,,,,,,,
1568,,,,,,,,,,
1569,,,,,,,,,,
1570,,,,,,,,,,
1571,,,,,,,,,,
1572,,,,,,,,,,
1573,,,,,,,,,,
1574,,,,,,,,,,
1575,,,,,,,,,,
1576,,,,,,,,,,
1577,,,,,,,,,,
1578,,,,,,,,,,
1579,,,,,,,,,,
1580,,,,,,,,,,
1581,,,,,,,,,,
1582,,,,,,,,,,
1583,,,,,,,,,,
1584,,,,,,,,,,
1585,,,,,,,,,,
1586,,,,,,,,,,
1587,,,,,,,,,,
1588,,,,,,,,,,
1589,,,,,,,,,,
1590,,,,,,,,,,
1591,,,,,,,,,,
1592,,,,,,,,,,
1593,,,,,,,,,,
1594,,,,,,,,,,
1595,,,,,,,,,,
1596,,,,,,,,,,
1597,,,,,,,,,,
1598,,,,,,,,,,
1599,,,,,,,,,,
1600,,,,,,,,,,
1601,,,,,,,,,,
1602,,,,,,,,,,
1603,,,,,,,,,,
1604,,,,,,,,,,
1605,,,,,,,,,,
1606,,,,,,,,,,
1607,,,,,,,,,,
1608,,,,,,,,,,
1609,,,,,,,,,,
1610,,,,,,,,,,
1611,,,,,,,,,,
1612,,,,,,,,,,
1613,,,,,,,,,,
1614,,,,,,,,,,
1615,,,,,,,,,,
1616,,,,,,,,,,
1617,,,,,,,,,,
1618,,,,,,,,,,
1619,,,,,,,,,,
1620,,,,,,,,,,
1621,,,,,,,,,,
1622,,,,,,,,,,
1623,,,,,,,,,,
1624,,,,,,,,,,
1625,,,,,,,,,,
1626,,,,,,,,,,
1627,,,,,,,,,,
1628,,,,,,,,,,
1629,,,,,,,,,,
1630,,,,,,,,,,
1631,,,,,,,,,,
1632,,,,,,,,,,
1633,,,,,,,,,,
1634,,,,,,,,,,
1635,,,,,,,,,,
1636,,,,,,,,,,
1637,,,,,,,,,,
1638,,,,,,,,,,
1639,,,,,,,,,,
1640,,,,,,,,,,
1641,,,,,,,,,,
1642,,,,,,,,,,
1643,,,,,,,,,,
1644,,,,,,,,,,
1645,,,,,,,,,,
1646,,,,,,,,,,
1647,,,,,,,,,,
1648,,,,,,,,,,
1649,,,,,,,,,,
1650,,,,,,,,,,
1651,,,,,,,,,,
1652,,,,,,,,,,
1653,,,,,,,,,,
1654,,,,,,,,,,
1655,,,,,,,,,,
1656,,,,,,,,,,
1657,,,,,,,,,,
1658,,,,,,,,,,
1659,,,,,,,,,,
1660,,,,,,,,,,
1661,,,,,,,,,,
1662,,,,,,,,,,
1663,,,,,,,,,,
1664,,,,,,,,,,
1665,,,,,,,,,,
1666,,,,,,,,,,
1667,,,,,,,,,,
1668,,,,,,,,,,
1669,,,,,,,,,,
1670,,,,,,,,,,
1671,,,,,,,,,,
